traditional,pronunciation,pronunciations,audio,definitions,pos
高手,go²⁴su³¹,四⃞go²⁴su³¹ 海⃞go⁵³shiu²⁴ 大⃞go³³shiu³¹ 平⃞go¹¹shiu⁵³ 安⃞goo¹¹shiu³¹ 南⃞go²⁴su³¹,04307,技能高超；超過一般水準的人。,名
高樓,go²⁴leu¹¹,四⃞go²⁴leu¹¹ 海⃞go⁵³leu⁵⁵ 大⃞go³³leu¹¹³ 平⃞go¹¹leu⁵⁵ 安⃞goo¹¹leu⁵³ 南⃞go²⁴leu¹¹,04299,高大的建築物。,名
高樓大廈,go²⁴leu¹¹tai⁵⁵ha⁵⁵,四⃞go²⁴leu¹¹tai⁵⁵ha⁵⁵ 海⃞go⁵³leu⁵⁵tai³³ha³³ 大⃞go³³leu¹¹³tai⁵³ha⁵³ 平⃞go¹¹leu⁵⁵tai²⁴ha²⁴ 安⃞goo¹¹leu⁵³tai⁵⁵ha⁵⁵ 南⃞go²⁴leu¹¹tai⁵⁵ha⁵⁵,04317,富麗高大的建築物。,名
高矮,go²⁴ai³¹,四⃞go²⁴ai³¹ 海⃞go⁵³ai²⁴ 大⃞go³³e³¹ 平⃞go¹¹e⁵³ 安⃞goo¹¹e³¹ 南⃞go²⁴ai³¹,04293,身材高低的程度。,副
高粱,go²⁴liong¹¹,四⃞go²⁴liong¹¹ 海⃞go⁵³liong⁵⁵ 大⃞go³³liong¹¹³ 平⃞go¹¹liong⁵⁵ 南⃞go²⁴liong¹¹,04302,植物名。禾本科蜀黍屬，一年生草本。莖粗葉大，高約二公尺，夏季於莖頂結穗。我國北方有大規模栽植。除供食用、釀酒外，亦可作為飼料，是重要的雜糧作物。|高粱酒的簡稱。,名|名
高粱酒,go²⁴liong¹¹jiu³¹,四⃞go²⁴liong¹¹jiu³¹ 海⃞go⁵³liong⁵⁵ziu²⁴ 大⃞go³³liong¹¹³ziu³¹ 平⃞go¹¹liong⁵⁵ziu⁵³ 南⃞go²⁴liong¹¹jiu³¹,04315,用高粱所釀成的酒。,名
高級,go²⁴gib²,四⃞go²⁴gib² 海⃞go⁵³gib⁵ 大⃞go³³kib²¹ 平⃞go¹¹kib² 安⃞goo¹¹gib²⁴ 南⃞go²⁴kib²,04296,等級或層次較高的。|形容品質好或價格貴。,形|形
高血壓,go²⁴hied²ab²,四⃞go²⁴hied²ab² 海⃞go⁵³hied⁵ab⁵ 大⃞go³³hied²¹ab²¹ 平⃞go¹¹fied²ab² 安⃞goo¹¹fied²⁴ab²⁴ 南⃞go²⁴hiad²ab²,04313,病名。血壓偏高症。收縮壓超過¹60Hg，舒張壓超過95Hg，即可診斷為此症。偶有疲乏、頭痛、失眠及心悸的症狀，也可能無任何症狀。此症可能同時伴隨著如腦血管硬化、心冠狀血管硬化、腎血管硬化、心臟肥大與衰竭等病症。,
高見,go²⁴gien⁵⁵,四⃞go²⁴gien⁵⁵ 海⃞go⁵³gien¹¹ 大⃞go³³gien⁵³ 平⃞go¹¹gien⁵³ 安⃞goo¹¹gien³¹ 南⃞go²⁴gian⁵⁵,04297,高明的看法。|尊稱別人的意見。,名|名
高貴,go²⁴gui⁵⁵,四⃞go²⁴gui⁵⁵ 海⃞go⁵³gui¹¹ 大⃞go³³gui⁵³ 平⃞go¹¹gui⁵³ 安⃞goo¹¹gui³¹ 南⃞go²⁴gui⁵⁵,04298,地位或階級高人一等。|外表高雅尊貴。,形|形
高麗,go²⁴li¹¹,四⃞go²⁴li¹¹ 海⃞go⁵³li⁵⁵ 大⃞go³³li⁵³ 平⃞go¹¹li²⁴ 安⃞goo¹¹li⁵³ 南⃞go²⁴li¹¹,04300,古國名。在今朝鮮半島北方。隋唐時稱為「高麗」，亦稱為「句驪」、「高句驪」、「朝鮮」。今或用以指稱「韓國」。,
高麗菜,go²⁴li¹¹coi⁵⁵,四⃞go²⁴li¹¹coi⁵⁵ 海⃞go⁵³li⁵⁵coi¹¹ 大⃞go³³le¹¹³coi⁵³ 平⃞go¹¹li⁵⁵coi⁵³ 安⃞goo¹¹li⁵³coi³¹ 南⃞go²⁴li⁵⁵coi⁵⁵,04314,植物名。十字花科蕓薹屬，二年生草本。葉子寬而厚，互相抱合成球狀或圓錐形，葉片因品種不同而有綠、紫等色。除了當蔬菜食用外，另有一些改良品種，葉色鮮豔，可作觀賞用。又稱作「包心菜」、「玻璃菜」。高麗菜，大埔又讀go³³li¹¹³coi⁵³。,
高齡,go²⁴lin¹¹,四⃞go²⁴lin¹¹ 海⃞go⁵³lin⁵⁵ 大⃞go³³lin¹¹³ 平⃞go¹¹lin⁵⁵ 安⃞goo¹¹len⁵³ 南⃞go²⁴lin¹¹,04301,老的，年紀大的。,形
髻,gi⁵⁵,四⃞gi⁵⁵ 海⃞gi¹¹ 大⃞gi⁵³ 平⃞gi⁵³ 安⃞gi³¹ 南⃞gi⁵⁵,03759,盤結於頭頂或腦後的頭髮，有各種形狀。,
髻鬃,gi⁵⁵zung²⁴,四⃞gi⁵⁵zung²⁴ 海⃞gi¹¹zung⁵³ 大⃞gi⁵³zung³³ 平⃞gi⁵³zung¹¹ 南⃞gi⁵⁵zung²⁴,03760,女子頭上小小的髮髻，通常有用飾品包起來。,名
鬆,sung²⁴,四⃞sung²⁴ 海⃞sung⁵³ 大⃞sung³³ 平⃞sung¹¹ 安⃞sung¹¹ 南⃞sung²⁴,12377,不緊、疏散。|不煩重的。,|
鬆爽,sung²⁴song³¹,四⃞sung²⁴song³¹ 海⃞sung⁵³song²⁴ 大⃞sung³³song³¹ 平⃞sung¹¹song⁵³ 南⃞sung²⁴song³¹,12378,舒服。,形
鬚,xi²⁴,四⃞xi²⁴ 海⃞si⁵³ 大⃞si³³ 平⃞si¹¹ 安⃞si¹¹ 南⃞xi²⁴,13784,生長在人類下巴或嘴邊的毛。|動物的觸鬚。|像鬚的細長物。,||
鬚惹惹,海⃞si⁵³ngia¹¹ngia¹¹ 大⃞si³³ngia⁵³ngia⁵³ 平⃞si¹¹ngia⁵³ngia⁵³ 南⃞xi²⁴ngia⁵⁵ngia⁵⁵,海⃞si⁵³ngia¹¹ngia¹¹ 大⃞si³³ngia⁵³ngia⁵³ 平⃞si¹¹ngia⁵³ngia⁵³ 南⃞xi²⁴ngia⁵⁵ngia⁵⁵,13786,四縣不說「鬚惹惹」，說成「鬚惹惹仔（音xi²⁴ngia⁵⁵ngia⁵⁵e³¹）」。鬍鬚翹起來的樣子。,形
鬚矛矛,海⃞si⁵³mau⁵⁵mau⁵⁵ 大⃞si³³mau¹¹³mau¹¹³,海⃞si⁵³mau⁵⁵mau⁵⁵ 大⃞si³³mau¹¹³mau¹¹³,13785,四縣不說「鬚矛矛」，說成「鬚矛矛仔（音xi²⁴mau¹¹mau¹¹e³¹）」。形容人臉上的鬍鬚又多又長。,形
鬥,deu⁵⁵,四⃞deu⁵⁵ 海⃞deu¹¹ 大⃞deu⁵³ 平⃞deu⁵³ 安⃞deu³¹ 南⃞deu⁵⁵,02147,爭戰。|競勝、比賽。|拼揍、湊合。|姓。,|||
鬥份,deu⁵⁵fun⁵⁵,四⃞deu⁵⁵fun⁵⁵ 海⃞deu¹¹fun³³ 大⃞deu⁵³fun⁵³ 平⃞deu⁵³fun²⁴ 南⃞deu⁵⁵fun⁵⁵,02148,合夥、合股。,動
鬥力,deu⁵⁵lid⁵,四⃞deu⁵⁵lid⁵ 海⃞deu¹¹lid² 大⃞deu⁵³lid⁵⁴ 平⃞deu⁵³lid⁵ 南⃞deu⁵⁵lid⁵,02152,比力氣。,動
鬥榫,deu⁵⁵sun³¹,四⃞deu⁵⁵sun³¹ 海⃞deu¹¹sun²⁴ 大⃞deu⁵³sun³¹ 平⃞deu⁵³sun⁵³ 安⃞deu³¹sun³¹ 南⃞deu⁵⁵sun³¹,02154,將榫穴與榫頭湊合在一起。|門的榫頭。,"動,名|動,名"
鬥氣,deu⁵⁵hi⁵⁵,四⃞deu⁵⁵hi⁵⁵ 海⃞deu¹¹hi¹¹ 大⃞deu⁵³ki⁵³ 平⃞deu⁵³hi⁵³ 安⃞deu³¹ki³¹ 南⃞deu⁵⁵hi⁵⁵,02151,賭氣。,動
鬥牛,deu⁵⁵ngiu¹¹,四⃞deu⁵⁵ngiu¹¹ 海⃞deu¹¹ngiu⁵⁵ 大⃞deu⁵³ngiu¹¹³ 平⃞deu⁵³ngiu⁵⁵ 安⃞deu³¹ngiu⁵³ 南⃞deu⁵⁵ngiu¹¹,02153,二牛相鬥或人和牛爭鬥。|畜養來專供相鬥的牛。|一種簡易的籃球比賽。每隊人數限三人，使用半個場地。|橄欖球比賽時的爭球。,"動,名,形|動,名,形|動,名,形|動,名,形"
鬥當人,deu⁵⁵dong⁵⁵ngin¹¹,四⃞deu⁵⁵dong⁵⁵ngin¹¹ 海⃞deu¹¹dong¹¹ngin⁵⁵ 大⃞deu⁵³dong⁵³ngin¹¹³ 平⃞deu⁵³dong⁵³ngin⁵⁵ 南⃞deu⁵⁵dong⁵⁵ngin¹¹,02155,向人推銷。即想盡辦法要人接受之意。,動
鬥當若豬仔來閹,deu⁵⁵dong⁵⁵ngia²⁴zu²⁴e³¹loi¹¹iam²⁴,四⃞deu⁵⁵dong⁵⁵ngia²⁴zu²⁴e³¹loi¹¹iam²⁴ 海⃞deu³³dong¹¹ngia⁵⁵zhu⁵³er⁵⁵loi⁵⁵rham⁵³ 南⃞deu⁵⁵dong⁵⁵ngia²⁴zu²⁴e³¹loi¹¹iam²⁴,02157,鬥當，有懇求之意。全句是說「求你養的豬隻來閹割」。但此事既由我來操作，理應是對方有求於我，豈是我去求你。故此話是用來責備一個人不知感恩珍惜。,諺
鬥緊,deu⁵⁵gin³¹,四⃞deu⁵⁵gin³¹ 海⃞deu¹¹gin²⁴ 大⃞deu⁵³gin³¹ 平⃞deu⁵³gin⁵³ 南⃞deu⁵⁵gin³¹,02149,趕緊、緊急。,形
鬥股,deu⁵⁵gu³¹,四⃞deu⁵⁵gu³¹ 海⃞deu¹¹gu²⁴ 大⃞deu⁵³gu³¹ 平⃞deu⁵³gu⁵³ 安⃞deu³¹gu³¹ 南⃞deu⁵⁵gu³¹,02150,合夥。,動
鬥鬧熱,deu⁵⁵nau⁵⁵ngied⁵,四⃞deu⁵⁵nau⁵⁵ngied⁵ 海⃞deu¹¹nau³³ngied² 大⃞deu⁵³nau⁵³ngied⁵⁴ 平⃞deu⁵³nau²⁴ngied⁵ 安⃞deu³¹nau⁵⁵ngied⁴³ 南⃞deu⁵⁵nau⁵⁵ngiad⁵,02156,湊熱鬧。,動
鬧,nau⁵⁵,四⃞nau⁵⁵ 海⃞nau³³ 大⃞nau⁵³ 平⃞nau²⁴ 安⃞nau⁵⁵ 南⃞nau⁵⁵,09070,喧嚷、嘈雜。|發生。|擾亂。|戲耍、開玩笑。|發作。,||||
鬧市,nau⁵⁵sii⁵⁵,四⃞nau⁵⁵sii⁵⁵ 海⃞nau³³shi³³ 大⃞nau⁵³shi⁵³ 平⃞nau²⁴shi²⁴ 安⃞nau⁵⁵shi⁵⁵ 南⃞nau⁵⁵sii⁵⁵,09072,繁華熱鬧的街市。,名
鬧熱,nau⁵⁵ngied⁵,四⃞nau⁵⁵ngied⁵ 海⃞nau³³ngied² 大⃞nau⁵³ngied⁵⁴ 平⃞nau²⁴ngied⁵ 安⃞nau⁵⁵ngied⁴³ 南⃞nau⁵⁵ngiad⁵,09071,繁忙喧噪。,形
鬧熱煎煎,nau⁵⁵ngied⁵jien²⁴jien²⁴,四⃞nau⁵⁵ngied⁵jien²⁴jien²⁴ 海⃞nau³³ngied²zien⁵³zien⁵³ 大⃞nau⁵³ngied⁵⁴zien³³zien³³ 平⃞nau²⁴ngied⁵zien¹¹zien¹¹ 南⃞nau⁵⁵ngiad⁵jien²⁴jien²⁴,09077,形容非常熱鬧的樣子。,形
鬧脾氣,nau⁵⁵pi¹¹hi⁵⁵,四⃞nau⁵⁵pi¹¹hi⁵⁵ 海⃞nau³³pi⁵⁵hi¹¹ 大⃞nau⁵³pi¹¹³ki⁵³ 平⃞nau²⁴pi⁵⁵hi⁵³ 南⃞nau⁵⁵pi¹¹hi⁵⁵,09075,使性子、發脾氣。,動
鬧臺臺,nau⁵⁵toi¹¹toi¹¹,四⃞nau⁵⁵toi¹¹toi¹¹ 海⃞nau³³toi⁵⁵toi⁵⁵ 大⃞nau⁵³toi¹¹³toi¹¹³ 平⃞nau²⁴toi⁵⁵toi⁵⁵ 南⃞nau⁵⁵toi¹¹toi¹¹,09076,鬧哄哄的樣子。,形
鬧連連,nau⁵⁵lien¹¹lien¹¹,四⃞nau⁵⁵lien¹¹lien¹¹ 海⃞nau³³lien⁵⁵lien⁵⁵ 大⃞nau⁵³lien¹¹³lien¹¹³ 平⃞nau²⁴lien⁵⁵lien⁵⁵ 南⃞nau⁵⁵lien¹¹lien¹¹,09074,形容非常熱鬧的樣子。,形
鬧鐘,nau⁵⁵zung²⁴,四⃞nau⁵⁵zung²⁴ 海⃞nau³³zhung⁵³ 大⃞nau⁵³zhung³³ 平⃞nau²⁴zhung¹¹ 安⃞nau⁵⁵zhung¹¹ 南⃞nau⁵⁵zung²⁴,09073,能夠設定時間，當時間到時會發出聲響提醒人的時鐘。,名
鬼,gui³¹,四⃞gui³¹ 海⃞gui²⁴ 大⃞gui³¹ 平⃞gui⁵³ 安⃞gui³¹ 南⃞gui³¹,04735,人死後的靈魂。|有某種嗜好、行為或癖性不好的人。|詭計、噱頭。|狡詐的、陰險的、不光明的。|機靈的、靈巧的。|胡亂的、隨便的。|姓。,||||||
鬼仔,gui³¹e³¹,四⃞gui³¹e³¹ 海⃞gui²⁴er⁵⁵ 平⃞gui⁵³er⁵³ 南⃞gui³¹e³¹,04736,人死後的靈魂。,名
鬼仔人,gui³¹e³¹ngin¹¹,四⃞gui³¹e³¹ngin¹¹ 海⃞gui²⁴er⁵⁵ngin⁵⁵ 平⃞gui⁵³er⁵³ngin⁵⁵ 南⃞gui³¹e³¹ngin¹¹,04740,形容人狡猾多變或聰明機靈。,形
鬼怪,gui³¹guai⁵⁵,四⃞gui³¹guai⁵⁵ 海⃞gui²⁴guai¹¹ 大⃞gui³¹guai⁵³ 平⃞gui⁵³guai⁵³ 安⃞gui³¹guai³¹ 南⃞gui³¹guai⁵⁵,04738,鬼和怪物。,名
鬼打覡公－－無法,gui³¹da³¹sang⁵⁵gung²⁴－－mo¹¹fab²,四⃞gui³¹da³¹sang⁵⁵gung²⁴－－mo¹¹fab² 海⃞gui²⁴da²⁴shang³³gung⁵³－－mo⁵⁵fab⁵ 大⃞gui³¹da³¹shang⁵³gung³³－－mo¹¹³fab²¹ 平⃞gui⁵³da⁵³shang²⁴gung¹¹－－mo⁵⁵fab² 南⃞gui³¹da³¹sang⁵⁵gung²⁴－－mo¹¹fab²,04748,「覡公」是指驅鬼的道士。而鬼竟然敢打覡公，可見得覡公的法術不靈光了，所以引申為行不通、做不下去或是沒有辦法。,諺
鬼火,gui³¹fo³¹,四⃞gui³¹fo³¹ 海⃞gui²⁴fo²⁴ 大⃞gui³¹fo³¹ 平⃞gui⁵³fo⁵³ 安⃞gui³¹foo³¹ 南⃞gui³¹fo³¹,04737,夜晚於墳塚或荒地田間出現的微弱綠光，為人骨內的磷質與空氣接觸後燃燒而呈現的磷火。,名
鬼畫葫蘆,gui³¹fa⁵⁵fu¹¹lu¹¹,四⃞gui³¹fa⁵⁵fu¹¹lu¹¹ 海⃞gui²⁴fa³³fu⁵⁵lu⁵⁵ 大⃞gui³¹fa⁵³fu¹¹³lu¹¹³ 平⃞gui⁵³fa²⁴fu⁵⁵lu⁵⁵ 南⃞gui³¹fa⁵⁵fu¹¹lu¹¹,04744,譏笑人的書畫潦草拙劣。,形
鬼神,gui³¹siin¹¹,四⃞gui³¹siin¹¹ 海⃞gui²⁴shin⁵⁵ 大⃞gui³¹shin¹¹³ 平⃞gui⁵³shin⁵⁵ 安⃞gui³¹shin⁵³ 南⃞gui³¹siin¹¹,04739,亡魂與神靈。,名
鬼神鬼相,gui³¹siin¹¹gui³¹xiong⁵⁵,四⃞gui³¹siin¹¹gui³¹xiong⁵⁵ 海⃞gui²⁴shin⁵⁵gui²⁴siong¹¹ 大⃞gui³¹shin¹¹³gui³¹siong⁵³ 平⃞gui⁵³shin⁵⁵gui⁵³siong⁵³ 南⃞gui³¹siin¹¹gui³¹xiong⁵⁵,04746,形容小孩子調皮搗蛋。,形
鬼精仔,gui³¹jin²⁴e³¹,四⃞gui³¹jin²⁴e³¹ 海⃞gui²⁴zin⁵³er⁵⁵ 平⃞gui⁵³zin¹¹er⁵³ 南⃞gui³¹jin²⁴e³¹,04741,比喻聰明伶俐的人。,名
鬼門關,gui³¹mun¹¹guan²⁴,四⃞gui³¹mun¹¹guan²⁴ 海⃞gui²⁴mun⁵⁵guan⁵³ 大⃞gui³¹mun¹¹³guan³³ 平⃞gui⁵³mun⁵⁵guan¹¹ 安⃞gui³¹mun⁵³guan¹¹ 南⃞gui³¹mun¹¹guan²⁴,04743,傳說中陰陽交界的關口，後指陰間。|比喻極為凶險的地方或極難度過的關頭。,名|名
鬼面殼,gui³¹mien⁵⁵hog²,四⃞gui³¹mien⁵⁵hog² 海⃞gui²⁴mien¹¹hog⁵ 大⃞gui³¹mien⁵³kog²¹ 平⃞gui⁵³mien⁵³kog² 南⃞gui³¹mien⁵⁵hog²,04742,可怕的面具或鬼面具。,名
鬼頭鬼腦,gui³¹teu¹¹gui³¹no³¹,四⃞gui³¹teu¹¹gui³¹no³¹ 海⃞gui²⁴teu⁵⁵gui²⁴no²⁴ 大⃞gui³¹teu¹¹³gui³¹no³¹ 平⃞gui⁵³teu⁵⁵gui⁵³no⁵³ 安⃞gui³¹teu⁵³gui³¹nau³¹ 南⃞gui³¹teu¹¹gui³¹no³¹,04747,形容狡猾或隱約閃躲的樣子。,形
鬼鬼祟祟,gui³¹gui³¹sui⁵⁵sui⁵⁵,四⃞gui³¹gui³¹sui⁵⁵sui⁵⁵ 海⃞gui²⁴gui²⁴sui³³sui³³ 大⃞gui³¹gui³¹sui⁵³sui⁵³ 平⃞gui⁵³gui⁵³sui²⁴sui²⁴ 安⃞gui³¹gui³¹sui⁵⁵sui⁵⁵ 南⃞gui³¹gui³¹sui⁵⁵sui⁵⁵,04745,行事不光明的樣子。,形
魁,kui¹¹,四⃞kui¹¹ 海⃞kui⁵⁵ 大⃞kui¹¹³ 平⃞kui⁵⁵ 安⃞kui⁵³ 南⃞kui¹¹,07264,為首的人。|強壯高大的。|星名。北斗七星第一顆星星，傳說主文運。|姓。,|||
魂,fun¹¹,四⃞fun¹¹ 海⃞fun⁵⁵ 大⃞fun¹¹³ 平⃞fun⁵⁵ 安⃞fun⁵³ 南⃞fun¹¹,03282,人體的精氣、元氣。|泛指各種其他事物的精神。,|
魂魄,fun¹¹pag²,四⃞fun¹¹pag² 海⃞fun⁵⁵pag⁵ 大⃞fun¹¹³pag²¹ 平⃞fun⁵⁵pag² 安⃞fun⁵³pa²⁴ 南⃞fun¹¹pag²,03283,依附於人體的精神靈氣，即俗稱的三魂七魄。,名
魄,pag²,四⃞pag² 海⃞pag⁵ 大⃞pag²¹ 平⃞pag² 安⃞pa²⁴ 南⃞pag²,09969,人體的元氣。,
魚,ng¹¹,四⃞ng¹¹ 海⃞ng⁵⁵ 大⃞ng¹¹³ 平⃞ng⁵⁵ 安⃞m⁵³ 南⃞ng¹¹,09123,水生脊椎動物的總稱，冷血、卵生，有鰭、鱗，以鰓呼吸。|形狀像魚的動物。|姓。,||
魚仔,ng¹¹e³¹,四⃞ng¹¹e³¹ 海⃞ng⁵⁵er⁵⁵ 平⃞ng⁵⁵er⁵³ 南⃞ng¹¹e³¹,09124,水生脊椎動物的總稱。冷血、卵生，有鰭、鱗，以鰓呼吸。,
魚幫水水幫魚,ng¹¹bong²⁴sui³¹sui³¹bong²⁴ng¹¹,四⃞ng¹¹bong²⁴sui³¹sui³¹bong²⁴ng¹¹ 海⃞ng⁵⁵bong⁵³shui²⁴shui²⁴bong⁵³ng⁵⁵ 大⃞ng¹¹³pong⁵³shui³¹shui³¹pong⁵³ng¹¹³ 平⃞ng⁵⁵bong¹¹fi⁵³fi⁵³bong¹¹ng⁵⁵ 南⃞ng¹¹bong²⁴sui³¹sui³¹bong²⁴ng¹¹,09132,比喻彼此互惠，互相得利。,諺
魚網,ng¹¹miong³¹,四⃞ng¹¹miong³¹ 海⃞ng⁵⁵miong²⁴ 大⃞ng¹¹³miong³¹ 平⃞ng⁵⁵miong⁵³ 安⃞m⁵³miong³¹ 南⃞ng¹¹miong³¹,09126,捕魚的網。,名
魚肉,ng¹¹ngiug²,四⃞ng¹¹ngiug² 海⃞ng⁵⁵ngiug⁵ 大⃞ng¹¹³ngiug²¹ 平⃞ng⁵⁵ngiug² 安⃞m⁵³ngiu²⁴ 南⃞ng¹¹ngiug²,09127,魚的肉。,名
魚肝油,ng¹¹gon²⁴iu¹¹,四⃞ng¹¹gon²⁴iu¹¹ 海⃞ng⁵⁵gon⁵³rhiu⁵⁵ 大⃞ng¹¹³gon³³rhiu¹¹³ 平⃞ng⁵⁵gon¹¹rhiu⁵⁵ 安⃞m⁵³gon¹¹rhiu⁵³ 南⃞ng¹¹gon²⁴iu¹¹,09128,由鱈魚或其他同屬魚類的新鮮肝臟，提煉出來的精製脂肪油，含有豐富的維生素Ａ和Ｄ。,名
魚脯仔,ng¹¹pu³¹e³¹,四⃞ng¹¹pu³¹e³¹ 海⃞ng⁵⁵pu²⁴,09130,海陸無仔尾。指晒乾的丁香魚，是煮湯、乾炒的最佳食品。,名
魚魚肉肉,ng¹¹ng¹¹ngiug²ngiug²,四⃞ng¹¹ng¹¹ngiug²ngiug² 海⃞ng⁵⁵ng⁵⁵ngiug⁵ngiug⁵ 大⃞ng¹¹³ng¹¹³ngiug²¹ngiug²¹ 平⃞ng⁵⁵ng⁵⁵ngiug²ngiug² 安⃞m⁵³m⁵³ngiu²⁴ngiu²⁴ 南⃞ng¹¹ng¹¹ngiug²ngiug²,09131,形容菜色豐富的樣子。,形
魚鱗,ng¹¹lin²⁴,四⃞ng¹¹lin²⁴ 海⃞ng⁵⁵lin⁵³ 大⃞ng¹¹³lin³³ 平⃞ng⁵⁵lin¹¹ 安⃞m⁵³lin¹¹ 南⃞ng¹¹lin¹¹,09125,魚類表皮的組織，為透明角質，由真皮變化而成，排列如覆瓦，可保護魚身。,名
魚鱗痣,ng¹¹lin²⁴zii⁵⁵,四⃞ng¹¹lin²⁴zii⁵⁵ 海⃞ng⁵⁵lin⁵³zhi¹¹ 大⃞ng¹¹³lin³³zhi⁵³ 平⃞ng⁵⁵lin¹¹zhi⁵³ 安⃞m⁵³lin¹¹zhi³¹ 南⃞ng¹¹lin²⁴zii⁵⁵,09129,因魚鱗貼在皮膚上而長出的硬塊。|身上長出的小肉疣。,名|名
魯,lu²⁴,四⃞lu²⁴ 海⃞lu⁵³ 大⃞lu³³ 平⃞lu¹¹ 安⃞lu³¹ 南⃞lu²⁴,08050,愚鈍、笨拙。|姓。,|
魯夫,lu²⁴fu²⁴,四⃞lu²⁴fu²⁴ 海⃞lu⁵³fu⁵³ 大⃞lu³³fu³³ 平⃞lu¹¹fu¹¹ 南⃞lu²⁴fu²⁴,08051,指人的行為粗魯。|指行為粗魯的人。,形|形
魷,iu¹¹,四⃞iu¹¹ 海⃞rhiu⁵⁵ 大⃞rhiu¹¹³ 平⃞rhiu⁵⁵ 安⃞rhiu⁵³ 南⃞iu¹¹,06306,見「魷魚」。,
魷魚,iu¹¹ng¹¹,四⃞iu¹¹ng¹¹ 海⃞rhiu⁵⁵ng⁵⁵ 大⃞rhiu¹¹³ng¹¹³ 平⃞rhiu⁵⁵ng⁵⁵ 安⃞rhiu⁵³m⁵³,06307,動物名。軟體動物門頭足綱，身體為圓錐形的肉質外套膜。常棲息在近海及外洋一帶，喜歡集體活動。肛門附近具有墨囊，碰到危險時，會噴出墨汁，弄濁水面，趁機逃生。,
鮑,bau²⁴,四⃞bau²⁴ 海⃞bau⁵³ 大⃞bau³³ 平⃞bau¹¹ 安⃞bau¹¹ 南⃞bau²⁴,00334,見「鮑魚」。|姓。,|
鮑魚,bau²⁴ng¹¹,四⃞bau²⁴ng¹¹ 海⃞bau⁵³ng⁵⁵ 大⃞bau³³ng¹¹³ 平⃞bau¹¹ng⁵⁵ 安⃞bau¹¹m⁵³ 南⃞bau²⁴ng¹¹,00335,動物名。為軟體動物。肉質鮮美，可食。貝殼橢圓形，可入藥。|鹽醃的鹹魚，味腥臭。,名|名
鮮,xien²⁴,四⃞xien²⁴ 海⃞sien⁵³ 大⃞sien³³ 平⃞sien¹¹ 南⃞xien²⁴,15282,清澈的樣子。,
鰱,lien¹¹,四⃞lien¹¹ 海⃞lien⁵⁵ 大⃞lien¹¹³ 平⃞lien⁵⁵ 安⃞lien⁵³ 南⃞lien¹¹,07645,動物名。體側扁而較高，呈紡錘形。可分為「白鰱」、「黑鰱」等。以浮游生物為主食，棲息在淡水河川或湖泊中。是我國重要的淡水養殖魚類之一。|見「鰱鯉」。,|
鰱鯉,lien¹¹li²⁴,四⃞lien¹¹li²⁴ 海⃞lien⁵⁵li⁵³ 大⃞lien¹¹³li³³ 平⃞lien⁵⁵li¹¹ 安⃞lien⁵³li³¹ 南⃞lien¹¹li²⁴,07646,動物名。即「穿山甲」。體長三尺餘，除嘴、臉、腹部外，全身被角質的鱗片，是哺乳動物中唯一有鱗片的動物。產於熱帶，善掘土，喜吃螞蟻等昆蟲。鱗片在中醫上有止血、消腫、催乳等作用。又被稱做「龍鯉」、「鯪鯉」。,
鳥,diau²⁴,四⃞diau²⁴ 海⃞diau⁵³白 大⃞diau³³ 平⃞diau¹¹ 安⃞deeu³¹ 南⃞diau²⁴,02219,見「鳥仔」。|男性性器官的俗稱。,|
鳥,diog⁵,四⃞diog⁵ 海⃞diog² 大⃞diog⁵⁴ 平⃞diog⁵,02300,指男性性器官。,
鳥,dog⁵,四⃞dog⁵ 海⃞dog² 大⃞diog⁵⁴ 平⃞dog⁵,02381,指男性性器官。,
鳥,jiau¹¹,四⃞jiau¹¹ 海⃞ziau¹¹ 大⃞ziau¹¹³ 平⃞diau¹¹ 安⃞deeu³¹,06507,指男性性器官。|比喻小孩子。,|
鳥,jiau⁵⁵,四⃞jiau⁵⁵ 海⃞ziau⁵⁵ 大⃞ziau⁵³ 平⃞diau¹¹ 安⃞deeu³¹ 南⃞jiau⁵⁵,06509,指男性性器官。,
鳥,niau²⁴,四⃞niau²⁴ 海⃞niau⁵³文 大⃞ngiau³³ 平⃞niau¹¹ 安⃞deeu³¹ 南⃞niau²⁴,09780,脊椎動物門中的一個大類。恆溫、卵生，全身覆蓋羽毛。嘴內無齒，視覺敏銳，用肺呼吸。前肢變化為強有力的翅膀，能飛行，後肢為腳，用以行走或站立。一般鳥類均會飛翔，但亦有雙翼退化不能飛的，如雞、鴨、鵝、駝鳥等。全世界的鳥類近九千種，遍佈各地。,
鳥仔,diau²⁴e³¹,四⃞diau²⁴e³¹ 海⃞diau⁵³er⁵⁵ 平⃞diau¹¹er⁵³ 南⃞diau²⁴e³¹,02221,鳥。脊椎動物門中的一個大類。恆溫、卵生，全身覆蓋羽毛。嘴內無齒，視覺敏銳，用肺呼吸。前肢變化為強有力的翅膀，能飛行，後肢為腳，用以行走或站立。一般鳥類均會飛翔，但亦有雙翼退化不能飛的，如雞、鴨、鵝、駝鳥等。全世界的鳥類近九千種，遍布各地。,名
鳥卵,diau²⁴lon³¹,四⃞diau²⁴lon³¹ 海⃞diau⁵³lon²⁴ 大⃞diau³³lon³¹ 平⃞diau¹¹lon⁵³ 安⃞deeu³¹lon³¹ 南⃞diau²⁴lon³¹,02223,鳥蛋。,名
